Architecture,Category,Loss Config,Rank,stem,storage_day,gt_class,pred_class,area,circularity,opt_volume,mean_phase,max_phase,dry_mass
mobilenet_unet,FULL_FINETUNE,N/A,0,20110603_9,23.0,0.0,1.0,606.0,0.438779590532355,1116877.0,139.12269592285156,235.0,1116877.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110607_1,27.0,0.0,1.0,538.5,0.4547772137237638,748748.0,124.60442352294922,255.0,748748.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110607_2,27.0,0.0,1.0,540.0,0.4259024563151276,740151.0,121.45569610595705,241.0,740151.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110607_3,27.0,0.0,1.0,765.5,0.4909146427139344,784042.0,126.33612823486328,234.0,784042.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110607_4,27.0,0.0,1.0,655.0,0.4435422629962612,766496.0,122.42389678955078,252.0,766496.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110607_7,27.0,0.0,1.0,664.5,0.4561755048551744,1387486.0,127.09407043457033,250.0,1387486.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110607_9,27.0,0.0,1.0,482.5,0.4020049106251618,1103583.0,129.04385375976562,255.0,1103583.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110610_1,30.0,0.0,1.0,803.5,0.326246722003828,1977266.0,143.59230041503906,255.0,1977266.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110610_10,30.0,0.0,1.0,754.0,0.4576850960732382,1393991.0,109.96221160888672,246.0,1393991.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110610_3,30.0,0.0,1.0,1108.0,0.2097888983941271,1899623.0,104.74899291992188,252.0,1899623.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110610_4,30.0,0.0,1.0,1199.0,0.2929315613804459,1839833.0,120.41580200195312,254.0,1839833.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110610_6,30.0,0.0,1.0,784.0,0.4577227379067672,1687204.0,120.92051696777344,246.0,1687204.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110610_9,30.0,0.0,1.0,490.0,0.4759689518978877,1106984.0,102.4226531982422,247.0,1106984.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110617_1,37.0,0.0,1.0,389.5,0.8179688166542349,856939.0,124.3021469116211,255.0,856939.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110617_10,37.0,0.0,1.0,348.0,0.8449571046420589,590828.0,119.57660675048828,252.0,590828.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110617_3,37.0,0.0,1.0,782.5,0.5067736587433089,1305582.0,114.3742446899414,224.0,1305582.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110617_6,37.0,0.0,1.0,679.0,0.3901643105139429,1236038.0,125.35882568359376,251.0,1236038.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110617_8,37.0,0.0,1.0,466.0,0.3973562939559263,876622.0,120.36550903320312,253.0,876622.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110617_9,37.0,0.0,1.0,456.0,0.788381978732966,711556.0,112.83792877197266,252.0,711556.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110627_1,47.0,0.0,1.0,568.5,0.4361515521832927,1154359.0,125.24237823486328,245.0,1154359.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110627_10,47.0,0.0,1.0,380.5,0.8608714035891682,1155843.0,121.79589080810548,244.0,1155843.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110627_3,47.0,0.0,1.0,397.5,0.8529402855132291,1374954.0,138.8141326904297,253.0,1374954.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110627_4,47.0,0.0,1.0,390.0,0.8575394350338184,1093318.0,128.12820434570312,239.0,1093318.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110627_5,47.0,0.0,1.0,786.0,0.4998689198412439,1055132.0,108.07456970214844,232.0,1055132.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110627_6,47.0,0.0,1.0,407.5,0.7344983158978176,970518.0,124.60110473632812,250.0,970518.0
